Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	napaka	ventil
2017-4-17 24:20:22	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:20:27	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:20:32	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:20:37	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:20:42	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:20:47	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:20:52	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:20:57	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:21:2	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:21:7	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:21:12	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:21:17	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:21:22	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:21:27	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:21:32	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:21:37	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:21:42	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:21:47	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:21:52	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:21:57	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:22:2	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:22:7	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:22:12	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:22:17	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:22:22	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:22:27	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:22:32	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:22:37	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:22:42	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:22:47	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:22:52	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:22:57	0.00	0.00	1.05	1.74	-0.69	0
