Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	napaka	ventil
2017-4-17 8:30:14	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:30:19	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:30:24	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:30:29	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:30:34	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:30:39	0.00	0.00	1.05	8.01	-6.96	0
2017-4-17 8:30:44	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:30:49	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:30:54	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:30:59	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:31:4	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:31:9	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:31:14	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:31:19	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:31:24	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:31:29	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:31:34	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:31:39	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:31:44	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:31:49	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:31:54	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 8:31:59	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 8:32:4	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:32:9	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:32:14	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:32:19	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:32:24	0.00	0.00	1.05	8.03	-6.98	0
